Currency,Indicator,Time_Slot,Mean_Volatility,Median_Volatility,Std_Volatility,Min_Volatility,Max_Volatility,Sample_Count,Mean_Vol_S,Median_Vol_S,Count_S,Mean_Vol_M,Median_Vol_M,Count_M,Mean_Vol_L,Median_Vol_L,Count_L,Lower_Bound_S_M,Upper_Bound_M_L
NZD,雇用コスト指数前年比,15_21_JST,13.168333333333399,8.919999999999959,9.602488204113811,3.6000000000001364,38.5300000000002,24,5.727500000000049,5.595000000000027,8,9.498750000000086,8.919999999999959,8,24.27875000000006,24.970000000000027,8,8.023599999999979,12.353200000000216
NZD,雇用コスト指数前年比,21_24_JST,6.770833333333343,5.0900000000001455,4.548398587431102,2.2100000000000364,17.920000000000073,24,3.156249999999943,3.30499999999995,8,5.148750000000035,5.0900000000001455,8,12.00750000000005,11.944999999999936,8,4.118800000000026,6.881999999999962
NZD,雇用コスト指数前期比,00_03_JST,7.741304347826046,7.889999999999873,3.5249336606882498,1.959999999999809,14.039999999999964,23,3.732499999999959,3.7350000000000136,8,8.157142857142778,7.889999999999873,7,11.38624999999999,11.154999999999973,8,5.808799999999847,9.621199999999899
NZD,雇用コスト指数前期比,03_06_JST,8.306086956521748,8.5,5.091356078626543,2.480000000000018,24.049999999999727,23,3.883749999999992,4.099999999999909,8,7.768571428571412,8.5,7,13.198750000000047,10.090000000000032,8,4.964200000000033,9.455600000000159
NZD,雇用コスト指数前期比,07_09_JST,7.466521739130386,6.579999999999927,4.952358123979181,2.199999999999818,20.320000000000164,23,2.94999999999996,3.009999999999991,8,6.134285714285625,6.579999999999927,7,13.148749999999978,12.049999999999955,8,3.794399999999851,8.818399999999858
NZD,雇用コスト指数前期比,09_12_JST,6.171250000000015,5.380000000000109,3.7891955237743526,2.119999999999891,15.830000000000382,24,2.8162499999999397,2.8450000000000273,8,5.377500000000055,5.380000000000109,8,10.32000000000005,8.980000000000018,8,4.199500000000035,6.1593999999999784
NZD,雇用コスト指数前期比,12_15_JST,11.349583333333348,10.645000000000095,7.83946176012134,1.490000000000009,33.700000000000045,24,3.797500000000042,3.830000000000041,8,10.341250000000088,10.645000000000095,8,19.90999999999991,17.529999999999973,8,6.865500000000019,12.799599999999934
NZD,雇用コスト指数前期比,15_21_JST,13.168333333333399,8.919999999999959,9.602488204113811,3.6000000000001364,38.5300000000002,24,5.727500000000049,5.595000000000027,8,9.498750000000086,8.919999999999959,8,24.27875000000006,24.970000000000027,8,8.023599999999979,12.353200000000216
NZD,雇用コスト指数前期比,21_24_JST,6.770833333333343,5.0900000000001455,4.548398587431102,2.2100000000000364,17.920000000000073,24,3.156249999999943,3.30499999999995,8,5.148750000000035,5.0900000000001455,8,12.00750000000005,11.944999999999936,8,4.118800000000026,6.881999999999962
NZD,雇用変化前期比,00_03_JST,7.741304347826046,7.889999999999873,3.5249336606882498,1.959999999999809,14.039999999999964,23,3.732499999999959,3.7350000000000136,8,8.157142857142778,7.889999999999873,7,11.38624999999999,11.154999999999973,8,5.808799999999847,9.621199999999899
NZD,雇用変化前期比,03_06_JST,8.306086956521748,8.5,5.091356078626543,2.480000000000018,24.049999999999727,23,3.883749999999992,4.099999999999909,8,7.768571428571412,8.5,7,13.198750000000047,10.090000000000032,8,4.964200000000033,9.455600000000159
NZD,雇用変化前期比,07_09_JST,7.466521739130386,6.579999999999927,4.952358123979181,2.199999999999818,20.320000000000164,23,2.94999999999996,3.009999999999991,8,6.134285714285625,6.579999999999927,7,13.148749999999978,12.049999999999955,8,3.794399999999851,8.818399999999858
NZD,雇用変化前期比,09_12_JST,6.171250000000015,5.380000000000109,3.7891955237743526,2.119999999999891,15.830000000000382,24,2.8162499999999397,2.8450000000000273,8,5.377500000000055,5.380000000000109,8,10.32000000000005,8.980000000000018,8,4.199500000000035,6.1593999999999784
NZD,雇用変化前期比,12_15_JST,11.349583333333348,10.645000000000095,7.83946176012134,1.490000000000009,33.700000000000045,24,3.797500000000042,3.830000000000041,8,10.341250000000088,10.645000000000095,8,19.90999999999991,17.529999999999973,8,6.865500000000019,12.799599999999934
NZD,雇用変化前期比,15_21_JST,13.168333333333399,8.919999999999959,9.602488204113811,3.6000000000001364,38.5300000000002,24,5.727500000000049,5.595000000000027,8,9.498750000000086,8.919999999999959,8,24.27875000000006,24.970000000000027,8,8.023599999999979,12.353200000000216
NZD,雇用変化前期比,21_24_JST,6.770833333333343,5.0900000000001455,4.548398587431102,2.2100000000000364,17.920000000000073,24,3.156249999999943,3.30499999999995,8,5.148750000000035,5.0900000000001455,8,12.00750000000005,11.944999999999936,8,4.118800000000026,6.881999999999962
AUD,マークイット製造業PMI,00_03_JST,11.101704545454545,7.544999999999959,12.2260542616273,1.849999999999909,83.75,88,3.6903448275861828,3.740000000000009,29,7.626551724137934,7.2000000000000455,29,21.625333333333355,16.570000000000164,30,4.766500000000308,10.258199999999993
AUD,マークイット製造業PMI,03_06_JST,9.493636363636359,7.569999999999936,7.280388423043571,1.5199999999999818,51.0300000000002,88,3.8017241379310502,4.1599999999998545,29,7.568275862068927,7.439999999999827,29,16.85700000000001,14.475000000000023,30,5.645499999999934,9.665200000000114
AUD,マークイット製造業PMI,07_09_JST,7.195116279069736,5.764999999999873,4.659434892315994,2.269999999999982,28.4699999999998,86,3.3020689655171704,3.2100000000000364,29,6.035357142857159,5.764999999999873,28,12.20793103448272,10.340000000000146,29,4.4809999999998125,7.82100000000014
AUD,マークイット製造業PMI,09_12_JST,18.228031496063014,6.630000000000109,109.08129810054784,1.240000000000009,1235.6299999999999,127,3.3938095238095336,3.574999999999932,42,6.659523809523816,6.625,42,44.01674418604656,13.5300000000002,43,4.983200000000015,8.454799999999851
AUD,マークイット製造業PMI,12_15_JST,22.28007874015747,10.700000000000273,109.0110094738219,2.150000000000091,1236.61,127,4.468571428571435,4.32000000000005,42,10.69476190476189,10.575000000000273,42,50.99325581395347,19.429999999999836,43,7.234799999999978,14.324000000000126
AUD,マークイット製造業PMI,15_21_JST,24.52914728682173,12.190000000000055,104.06624149453293,2.5499999999999545,1189.9099999999999,129,5.862558139534919,6.099999999999909,43,12.314047619047674,12.115000000000236,42,54.43136363636363,23.314999999999827,44,8.423600000000297,16.690799999999946
AUD,マークイット製造業PMI,21_24_JST,17.303875968992287,6.380000000000109,103.29422067048085,1.8599999999999,1178.69,129,3.3397674418604946,3.3900000000001,43,6.4209523809524205,6.33500000000015,42,41.338863636363676,12.315000000000055,44,4.700400000000045,7.86800000000012
KRW,貿易収支,00_03_JST,9.05686868686869,7.2000000000000455,6.7858061116290145,1.849999999999909,42.59999999999991,99,3.8590909090908996,3.8600000000001273,33,7.229687500000004,7.17999999999995,32,15.821470588235309,13.365000000000009,34,5.254000000000147,9.067600000000093
KRW,貿易収支,03_06_JST,8.231515151515168,7.2199999999998,4.823535489624407,1.6400000000001,25.610000000000127,99,3.883030303030313,3.599999999999909,33,7.244374999999998,7.164999999999964,32,13.381176470588276,12.050000000000182,34,5.859999999999977,9.250400000000083
KRW,貿易収支,07_09_JST,6.946063829787218,5.7950000000003,4.704584864636828,1.1800000000000637,30.960000000000036,94,3.1741935483870702,3.229999999999791,31,5.859354838709702,5.7800000000002,31,11.652812499999953,10.229999999999905,32,4.687299999999987,6.980199999999877
KRW,貿易収支,09_12_JST,18.383418803418806,6.800000000000182,113.62831590065002,1.4700000000000273,1235.6299999999999,117,3.4771794871794905,3.5699999999999363,39,6.5565789473684415,6.770000000000209,38,44.15249999999998,11.254999999999882,40,4.822800000000098,8.285600000000068
KRW,貿易収支,12_15_JST,23.30692307692306,10.450000000000273,113.5296429880877,1.7000000000000455,1236.61,117,5.003589743589717,4.629999999999882,39,10.82131578947368,10.440000000000168,38,53.013999999999974,20.17999999999995,40,8.543600000000188,14.58439999999995
KRW,貿易収支,15_21_JST,24.384273504273533,11.940000000000055,109.27903604768277,2.3900000000001,1189.9099999999999,117,5.6643589743590175,5.699999999999818,39,11.995000000000053,11.885000000000218,38,54.40599999999999,21.499999999999773,40,8.672800000000134,15.98119999999979
KRW,貿易収支,21_24_JST,18.703076923076953,6.940000000000055,108.34417224482564,1.8599999999999,1178.69,117,3.6248717948718094,3.6900000000000546,39,6.90526315789474,6.769999999999982,38,44.61225000000006,13.885000000000218,40,5.629600000000173,8.535599999999995
KRW,輸入前年比,00_03_JST,9.05686868686869,7.2000000000000455,6.7858061116290145,1.849999999999909,42.59999999999991,99,3.8590909090908996,3.8600000000001273,33,7.229687500000004,7.17999999999995,32,15.821470588235309,13.365000000000009,34,5.254000000000147,9.067600000000093
KRW,輸入前年比,03_06_JST,8.231515151515168,7.2199999999998,4.823535489624407,1.6400000000001,25.610000000000127,99,3.883030303030313,3.599999999999909,33,7.244374999999998,7.164999999999964,32,13.381176470588276,12.050000000000182,34,5.859999999999977,9.250400000000083
KRW,輸入前年比,07_09_JST,6.946063829787218,5.7950000000003,4.704584864636828,1.1800000000000637,30.960000000000036,94,3.1741935483870702,3.229999999999791,31,5.859354838709702,5.7800000000002,31,11.652812499999953,10.229999999999905,32,4.687299999999987,6.980199999999877
KRW,輸入前年比,09_12_JST,18.383418803418806,6.800000000000182,113.62831590065002,1.4700000000000273,1235.6299999999999,117,3.4771794871794905,3.5699999999999363,39,6.5565789473684415,6.770000000000209,38,44.15249999999998,11.254999999999882,40,4.822800000000098,8.285600000000068
KRW,輸入前年比,12_15_JST,23.30692307692306,10.450000000000273,113.5296429880877,1.7000000000000455,1236.61,117,5.003589743589717,4.629999999999882,39,10.82131578947368,10.440000000000168,38,53.013999999999974,20.17999999999995,40,8.543600000000188,14.58439999999995
KRW,輸入前年比,15_21_JST,24.384273504273533,11.940000000000055,109.27903604768277,2.3900000000001,1189.9099999999999,117,5.6643589743590175,5.699999999999818,39,11.995000000000053,11.885000000000218,38,54.40599999999999,21.499999999999773,40,8.672800000000134,15.98119999999979
KRW,輸入前年比,21_24_JST,18.703076923076953,6.940000000000055,108.34417224482564,1.8599999999999,1178.69,117,3.6248717948718094,3.6900000000000546,39,6.90526315789474,6.769999999999982,38,44.61225000000006,13.885000000000218,40,5.629600000000173,8.535599999999995
KRW,輸出前年比,00_03_JST,9.05686868686869,7.2000000000000455,6.7858061116290145,1.849999999999909,42.59999999999991,99,3.8590909090908996,3.8600000000001273,33,7.229687500000004,7.17999999999995,32,15.821470588235309,13.365000000000009,34,5.254000000000147,9.067600000000093
KRW,輸出前年比,03_06_JST,8.231515151515168,7.2199999999998,4.823535489624407,1.6400000000001,25.610000000000127,99,3.883030303030313,3.599999999999909,33,7.244374999999998,7.164999999999964,32,13.381176470588276,12.050000000000182,34,5.859999999999977,9.250400000000083
KRW,輸出前年比,07_09_JST,6.946063829787218,5.7950000000003,4.704584864636828,1.1800000000000637,30.960000000000036,94,3.1741935483870702,3.229999999999791,31,5.859354838709702,5.7800000000002,31,11.652812499999953,10.229999999999905,32,4.687299999999987,6.980199999999877
KRW,輸出前年比,09_12_JST,18.383418803418806,6.800000000000182,113.62831590065002,1.4700000000000273,1235.6299999999999,117,3.4771794871794905,3.5699999999999363,39,6.5565789473684415,6.770000000000209,38,44.15249999999998,11.254999999999882,40,4.822800000000098,8.285600000000068
KRW,輸出前年比,12_15_JST,23.30692307692306,10.450000000000273,113.5296429880877,1.7000000000000455,1236.61,117,5.003589743589717,4.629999999999882,39,10.82131578947368,10.440000000000168,38,53.013999999999974,20.17999999999995,40,8.543600000000188,14.58439999999995
KRW,輸出前年比,15_21_JST,24.384273504273533,11.940000000000055,109.27903604768277,2.3900000000001,1189.9099999999999,117,5.6643589743590175,5.699999999999818,39,11.995000000000053,11.885000000000218,38,54.40599999999999,21.499999999999773,40,8.672800000000134,15.98119999999979
KRW,輸出前年比,21_24_JST,18.703076923076953,6.940000000000055,108.34417224482564,1.8599999999999,1178.69,117,3.6248717948718094,3.6900000000000546,39,6.90526315789474,6.769999999999982,38,44.61225000000006,13.885000000000218,40,5.629600000000173,8.535599999999995
GBP,ネーションワイドHPI前年比,00_03_JST,26.423134328358213,6.980000000000018,143.7052041634662,1.849999999999909,1184.02,67,4.133181818181821,4.375,22,6.806818181818141,6.960000000000036,22,66.50739130434786,14.210000000000036,23,5.6113999999998985,8.208400000000067
GBP,ネーションワイドHPI前年比,03_06_JST,25.083731343283596,8.0,138.8395190971895,2.009999999999991,1143.91,67,3.672727272727322,3.6000000000000227,22,7.822272727272693,7.879999999999882,22,62.07478260869567,12.050000000000182,23,5.853399999999956,9.473600000000024
GBP,ネーションワイドHPI前年比,07_09_JST,23.95030303030303,5.610000000000014,139.16358111086058,0.0,1136.47,66,2.584090909090905,2.6549999999999727,22,5.538000000000068,5.584999999999923,20,58.87958333333328,10.865000000000009,24,4.120000000000095,6.869999999999891
GBP,ネーションワイドHPI前年比,09_12_JST,7.97319444444445,6.495000000000118,5.50380452956744,1.3500000000001364,25.34999999999991,72,3.2924999999999707,3.2149999999998045,24,6.68217391304349,6.430000000000291,23,13.654400000000033,11.180000000000064,25,5.064499999999941,9.036000000000131
GBP,ネーションワイドHPI前年比,12_15_JST,15.172916666666683,13.759999999999991,11.267634246552554,2.1099999999999,64.29999999999973,72,4.751666666666694,3.505000000000109,24,13.276956521739146,13.610000000000127,23,26.92160000000001,23.75,25,9.655899999999956,17.183800000000193
GBP,ネーションワイドHPI前年比,15_21_JST,15.520547945205474,13.370000000000346,10.689219373120583,3.9700000000000273,63.33999999999969,73,6.180416666666692,6.475000000000136,24,13.074583333333342,13.300000000000182,24,26.83519999999995,22.960000000000036,25,8.698399999999939,16.75160000000002
GBP,ネーションワイドHPI前年比,21_24_JST,8.186712328767188,6.9099999999998545,5.820887211584269,1.4700000000002547,29.190000000000055,73,3.2475000000000307,3.2100000000000364,24,6.6404166666667095,6.744999999999891,24,14.412800000000116,12.510000000000218,25,5.078799999999993,8.374800000000123
GBP,ネーションワイドHPI前月比,00_03_JST,26.423134328358213,6.980000000000018,143.7052041634662,1.849999999999909,1184.02,67,4.133181818181821,4.375,22,6.806818181818141,6.960000000000036,22,66.50739130434786,14.210000000000036,23,5.6113999999998985,8.208400000000067
GBP,ネーションワイドHPI前月比,03_06_JST,25.083731343283596,8.0,138.8395190971895,2.009999999999991,1143.91,67,3.672727272727322,3.6000000000000227,22,7.822272727272693,7.879999999999882,22,62.07478260869567,12.050000000000182,23,5.853399999999956,9.473600000000024
GBP,ネーションワイドHPI前月比,07_09_JST,23.95030303030303,5.610000000000014,139.16358111086058,0.0,1136.47,66,2.584090909090905,2.6549999999999727,22,5.538000000000068,5.584999999999923,20,58.87958333333328,10.865000000000009,24,4.120000000000095,6.869999999999891
GBP,ネーションワイドHPI前月比,09_12_JST,7.97319444444445,6.495000000000118,5.50380452956744,1.3500000000001364,25.34999999999991,72,3.2924999999999707,3.2149999999998045,24,6.68217391304349,6.430000000000291,23,13.654400000000033,11.180000000000064,25,5.064499999999941,9.036000000000131
GBP,ネーションワイドHPI前月比,12_15_JST,15.172916666666683,13.759999999999991,11.267634246552554,2.1099999999999,64.29999999999973,72,4.751666666666694,3.505000000000109,24,13.276956521739146,13.610000000000127,23,26.92160000000001,23.75,25,9.655899999999956,17.183800000000193
GBP,ネーションワイドHPI前月比,15_21_JST,15.520547945205474,13.370000000000346,10.689219373120583,3.9700000000000273,63.33999999999969,73,6.180416666666692,6.475000000000136,24,13.074583333333342,13.300000000000182,24,26.83519999999995,22.960000000000036,25,8.698399999999939,16.75160000000002
GBP,ネーションワイドHPI前月比,21_24_JST,8.186712328767188,6.9099999999998545,5.820887211584269,1.4700000000002547,29.190000000000055,73,3.2475000000000307,3.2100000000000364,24,6.6404166666667095,6.744999999999891,24,14.412800000000116,12.510000000000218,25,5.078799999999993,8.374800000000123
AUD,RBA商品価格指数,00_03_JST,8.855111111111137,7.1599999999998545,6.038586010822487,1.849999999999909,30.269999999999982,45,3.8280000000000047,3.8299999999999272,15,7.228666666666701,7.1599999999998545,15,15.508666666666704,12.620000000000346,15,5.518399999999766,8.943600000000279
AUD,RBA商品価格指数,03_06_JST,7.9493333333333185,7.2199999999998,4.7918749414551085,1.6400000000001,24.1400000000001,45,3.441428571428592,3.3099999999998317,14,6.976249999999936,7.139999999999873,16,13.194666666666672,12.050000000000182,15,5.389999999999873,9.320799999999945
AUD,RBA商品価格指数,07_09_JST,6.6009090909091075,5.684999999999945,3.8372002985351203,2.269999999999982,19.609999999999673,44,3.301333333333302,3.240000000000009,15,5.848571428571502,5.684999999999945,14,10.60266666666668,9.2800000000002,15,4.294100000000046,7.035999999999968
AUD,RBA商品価格指数,09_12_JST,25.11704225352114,6.430000000000291,145.81191157882,1.6000000000001364,1235.6299999999999,71,3.364583333333352,3.1649999999999636,24,6.574782608695683,6.430000000000291,23,64.63916666666667,11.77000000000021,24,5.030999999999995,8.257999999999992
AUD,RBA商品価格指数,12_15_JST,30.630281690140844,12.029999999999745,145.50138629650658,2.150000000000091,1236.61,71,5.080416666666641,4.405000000000086,24,11.743478260869582,12.029999999999745,23,74.28000000000002,20.17999999999995,24,9.14999999999991,15.189999999999783
AUD,RBA商品価格指数,15_21_JST,31.433150684931544,12.579999999999927,137.9048300144857,2.9500000000000455,1189.9099999999999,73,5.892500000000051,6.139999999999986,24,12.823333333333409,12.434999999999945,24,73.81759999999998,23.429999999999836,25,9.65120000000009,16.907200000000213
