start_time_utc_seconds	start_time_readable	start_price	start_type	end_time_utc_seconds	end_time_readable	end_price	end_type	price_difference	abs_price_difference	bars_duration
1682921040	2023.05.01 06:04:00	2022.44	peak	1682921760	2023.05.01 06:16:00	2015.97	valley	-6.47	6.47	12
1682921760	2023.05.01 06:16:00	2015.97	valley	1682921880	2023.05.01 06:18:00	2021.36	peak	5.39	5.39	2
1682921880	2023.05.01 06:18:00	2021.36	peak	1682923740	2023.05.01 06:49:00	2010.02	valley	-11.34	11.34	31
1682923740	2023.05.01 06:49:00	2010.02	valley	1682924460	2023.05.01 07:01:00	2013.32	peak	3.30	3.30	12
1682924460	2023.05.01 07:01:00	2013.32	peak	1682926080	2023.05.01 07:28:00	2009.49	valley	-3.83	3.83	27
1682926080	2023.05.01 07:28:00	2009.49	valley	1682927160	2023.05.01 07:46:00	2011.52	peak	2.03	2.03	18
1682927160	2023.05.01 07:46:00	2011.52	peak	1682927340	2023.05.01 07:49:00	2009.89	valley	-1.63	1.63	3
1682927340	2023.05.01 07:49:00	2009.89	valley	1682928000	2023.05.01 08:00:00	2011.67	peak	1.78	1.78	11
1682928000	2023.05.01 08:00:00	2011.67	peak	1682929020	2023.05.01 08:17:00	2008.25	valley	-3.42	3.42	17
1682929020	2023.05.01 08:17:00	2008.25	valley	1682933100	2023.05.01 09:25:00	2016.34	peak	8.09	8.09	68
1682933100	2023.05.01 09:25:00	2016.34	peak	1682934960	2023.05.01 09:56:00	2013.19	valley	-3.15	3.15	31
1682934960	2023.05.01 09:56:00	2013.19	valley	1682935500	2023.05.01 10:05:00	2014.60	peak	1.41	1.41	9
1682935500	2023.05.01 10:05:00	2014.60	peak	1682935860	2023.05.01 10:11:00	2013.62	valley	-0.98	0.98	6
1682935860	2023.05.01 10:11:00	2013.62	valley	1682936940	2023.05.01 10:29:00	2015.19	peak	1.57	1.57	18
1682936940	2023.05.01 10:29:00	2015.19	peak	1682937840	2023.05.01 10:44:00	2014.13	valley	-1.06	1.06	15
1682937840	2023.05.01 10:44:00	2014.13	valley	1682938860	2023.05.01 11:01:00	2015.51	peak	1.38	1.38	17
1682938860	2023.05.01 11:01:00	2015.51	peak	1682940420	2023.05.01 11:27:00	2011.84	valley	-3.67	3.67	26
1682940420	2023.05.01 11:27:00	2011.84	valley	1682941200	2023.05.01 11:40:00	2013.33	peak	1.49	1.49	13
1682941200	2023.05.01 11:40:00	2013.33	peak	1682944740	2023.05.01 12:39:00	2010.26	valley	-3.07	3.07	59
1682944740	2023.05.01 12:39:00	2010.26	valley	1682945520	2023.05.01 12:52:00	2011.34	peak	1.08	1.08	13
1682945520	2023.05.01 12:52:00	2011.34	peak	1682946960	2023.05.01 13:16:00	2007.10	valley	-4.24	4.24	24
1682946960	2023.05.01 13:16:00	2007.10	valley	1682948580	2023.05.01 13:43:00	2011.85	peak	4.75	4.75	27
1682948580	2023.05.01 13:43:00	2011.85	peak	1682951460	2023.05.01 14:31:00	2010.00	valley	-1.85	1.85	48
1682951460	2023.05.01 14:31:00	2010.00	valley	1682952000	2023.05.01 14:40:00	2010.52	peak	0.52	0.52	9
1682952000	2023.05.01 14:40:00	2010.52	peak	1682953080	2023.05.01 14:58:00	2009.29	valley	-1.23	1.23	18
1682953080	2023.05.01 14:58:00	2009.29	valley	1682953380	2023.05.01 15:03:00	2009.82	peak	0.53	0.53	5
1682953380	2023.05.01 15:03:00	2009.82	peak	1682953800	2023.05.01 15:10:00	2009.18	valley	-0.64	0.64	7
1682953800	2023.05.01 15:10:00	2009.18	valley	1682954160	2023.05.01 15:16:00	2010.41	peak	1.23	1.23	6
1682954160	2023.05.01 15:16:00	2010.41	peak	1682955240	2023.05.01 15:34:00	2008.57	valley	-1.84	1.84	18
1682955240	2023.05.01 15:34:00	2008.57	valley	1682955720	2023.05.01 15:42:00	2009.91	peak	1.34	1.34	8
1682955720	2023.05.01 15:42:00	2009.91	peak	1682956080	2023.05.01 15:48:00	2008.54	valley	-1.37	1.37	6
1682956080	2023.05.01 15:48:00	2008.54	valley	1682958240	2023.05.01 16:24:00	2016.53	peak	7.99	7.99	36
1682958240	2023.05.01 16:24:00	2016.53	peak	1682959380	2023.05.01 16:43:00	2014.29	valley	-2.24	2.24	19
1682959380	2023.05.01 16:43:00	2014.29	valley	1682959980	2023.05.01 16:53:00	2018.70	peak	4.41	4.41	10
1682959980	2023.05.01 16:53:00	2018.70	peak	1682963160	2023.05.01 17:46:00	2013.38	valley	-5.32	5.32	53
1682963160	2023.05.01 17:46:00	2013.38	valley	1682963520	2023.05.01 17:52:00	2015.32	peak	1.94	1.94	6
1682963520	2023.05.01 17:52:00	2015.32	peak	1682964840	2023.05.01 18:14:00	2013.03	valley	-2.29	2.29	22
1682964840	2023.05.01 18:14:00	2013.03	valley	1682965380	2023.05.01 18:23:00	2014.52	peak	1.49	1.49	9
1682965380	2023.05.01 18:23:00	2014.52	peak	1682966100	2023.05.01 18:35:00	2013.47	valley	-1.05	1.05	12
1682966100	2023.05.01 18:35:00	2013.47	valley	1682966340	2023.05.01 18:39:00	2014.83	peak	1.36	1.36	4
1682966340	2023.05.01 18:39:00	2014.83	peak	1682967660	2023.05.01 19:01:00	2013.61	valley	-1.22	1.22	22
1682967660	2023.05.01 19:01:00	2013.61	valley	1682968680	2023.05.01 19:18:00	2014.15	peak	0.54	0.54	17
1682968680	2023.05.01 19:18:00	2014.15	peak	1682969220	2023.05.01 19:27:00	2013.46	valley	-0.69	0.69	9
1682969220	2023.05.01 19:27:00	2013.46	valley	1682970540	2023.05.01 19:49:00	2014.57	peak	1.11	1.11	22
1682970540	2023.05.01 19:49:00	2014.57	peak	1682971680	2023.05.01 20:08:00	2013.28	valley	-1.29	1.29	19
1682971680	2023.05.01 20:08:00	2013.28	valley	1682972040	2023.05.01 20:14:00	2014.21	peak	0.93	0.93	6
1682972040	2023.05.01 20:14:00	2014.21	peak	1682972160	2023.05.01 20:16:00	2013.11	valley	-1.10	1.10	2
1682972160	2023.05.01 20:16:00	2013.11	valley	1682974080	2023.05.01 20:48:00	2019.15	peak	6.04	6.04	32
1682974080	2023.05.01 20:48:00	2019.15	peak	1682975160	2023.05.01 21:06:00	2015.23	valley	-3.92	3.92	18
1682975160	2023.05.01 21:06:00	2015.23	valley	1682975580	2023.05.01 21:13:00	2016.84	peak	1.61	1.61	7
1682975580	2023.05.01 21:13:00	2016.84	peak	1682975880	2023.05.01 21:18:00	2014.79	valley	-2.05	2.05	5
1682975880	2023.05.01 21:18:00	2014.79	valley	1682976600	2023.05.01 21:30:00	2016.93	peak	2.14	2.14	12
1682976600	2023.05.01 21:30:00	2016.93	peak	1682977740	2023.05.01 21:49:00	2013.72	valley	-3.21	3.21	19
1682977740	2023.05.01 21:49:00	2013.72	valley	1682981100	2023.05.01 22:45:00	2019.50	peak	5.78	5.78	56
1682981100	2023.05.01 22:45:00	2019.50	peak	1682981460	2023.05.01 22:51:00	2017.95	valley	-1.55	1.55	6
1682981460	2023.05.01 22:51:00	2017.95	valley	1682981880	2023.05.01 22:58:00	2019.94	peak	1.99	1.99	7
1682981880	2023.05.01 22:58:00	2019.94	peak	1682982480	2023.05.01 23:08:00	2017.45	valley	-2.49	2.49	10
1682982480	2023.05.01 23:08:00	2017.45	valley	1682985060	2023.05.01 23:51:00	2020.77	peak	3.32	3.32	43
1682985060	2023.05.01 23:51:00	2020.77	peak	1682990820	2023.05.02 01:27:00	2015.48	valley	-5.29	5.29	35
1682990820	2023.05.02 01:27:00	2015.48	valley	1682991000	2023.05.02 01:30:00	2016.70	peak	1.22	1.22	3
1682991000	2023.05.02 01:30:00	2016.70	peak	1682991900	2023.05.02 01:45:00	2014.88	valley	-1.82	1.82	15
1682991900	2023.05.02 01:45:00	2014.88	valley	1682992560	2023.05.02 01:56:00	2016.22	peak	1.34	1.34	11
1682992560	2023.05.02 01:56:00	2016.22	peak	1682993160	2023.05.02 02:06:00	2015.53	valley	-0.69	0.69	10
1682993160	2023.05.02 02:06:00	2015.53	valley	1682993460	2023.05.02 02:11:00	2016.84	peak	1.31	1.31	5
1682993460	2023.05.02 02:11:00	2016.84	peak	1682995020	2023.05.02 02:37:00	2014.94	valley	-1.90	1.90	26
1682995020	2023.05.02 02:37:00	2014.94	valley	1682995860	2023.05.02 02:51:00	2016.45	peak	1.51	1.51	14
1682995860	2023.05.02 02:51:00	2016.45	peak	1682997480	2023.05.02 03:18:00	2012.19	valley	-4.26	4.26	27
1682997480	2023.05.02 03:18:00	2012.19	valley	1682998980	2023.05.02 03:43:00	2015.74	peak	3.55	3.55	25
1682998980	2023.05.02 03:43:00	2015.74	peak	1682999700	2023.05.02 03:55:00	2011.79	valley	-3.95	3.95	12
1682999700	2023.05.02 03:55:00	2011.79	valley	1683000300	2023.05.02 04:05:00	2014.19	peak	2.40	2.40	10
1683000300	2023.05.02 04:05:00	2014.19	peak	1683001800	2023.05.02 04:30:00	2011.38	valley	-2.81	2.81	25
1683001800	2023.05.02 04:30:00	2011.38	valley	1683003540	2023.05.02 04:59:00	2019.10	peak	7.72	7.72	29
1683003540	2023.05.02 04:59:00	2019.10	peak	1683004560	2023.05.02 05:16:00	2015.40	valley	-3.70	3.70	17
1683004560	2023.05.02 05:16:00	2015.40	valley	1683004920	2023.05.02 05:22:00	2017.59	peak	2.19	2.19	6
1683004920	2023.05.02 05:22:00	2017.59	peak	1683005400	2023.05.02 05:30:00	2014.24	valley	-3.35	3.35	8
1683005400	2023.05.02 05:30:00	2014.24	valley	1683007980	2023.05.02 06:13:00	2022.06	peak	7.82	7.82	43
1683007980	2023.05.02 06:13:00	2022.06	peak	1683009600	2023.05.02 06:40:00	2014.45	valley	-7.61	7.61	27
1683009600	2023.05.02 06:40:00	2014.45	valley	1683010140	2023.05.02 06:49:00	2016.99	peak	2.54	2.54	9
1683010140	2023.05.02 06:49:00	2016.99	peak	1683011400	2023.05.02 07:10:00	2013.22	valley	-3.77	3.77	21
1683011400	2023.05.02 07:10:00	2013.22	valley	1683012120	2023.05.02 07:22:00	2015.72	peak	2.50	2.50	12
1683012120	2023.05.02 07:22:00	2015.72	peak	1683012600	2023.05.02 07:30:00	2014.06	valley	-1.66	1.66	8
1683012600	2023.05.02 07:30:00	2014.06	valley	1683014400	2023.05.02 08:00:00	2018.31	peak	4.25	4.25	30
1683014400	2023.05.02 08:00:00	2018.31	peak	1683014820	2023.05.02 08:07:00	2016.68	valley	-1.63	1.63	7
1683014820	2023.05.02 08:07:00	2016.68	valley	1683017940	2023.05.02 08:59:00	2020.24	peak	3.56	3.56	52
1683017940	2023.05.02 08:59:00	2020.24	peak	1683018720	2023.05.02 09:12:00	2019.28	valley	-0.96	0.96	13
1683018720	2023.05.02 09:12:00	2019.28	valley	1683018960	2023.05.02 09:16:00	2021.35	peak	2.07	2.07	4
1683018960	2023.05.02 09:16:00	2021.35	peak	1683020520	2023.05.02 09:42:00	2016.71	valley	-4.64	4.64	26
1683020520	2023.05.02 09:42:00	2016.71	valley	1683021120	2023.05.02 09:52:00	2019.83	peak	3.12	3.12	10
1683021120	2023.05.02 09:52:00	2019.83	peak	1683023820	2023.05.02 10:37:00	2016.45	valley	-3.38	3.38	45
1683023820	2023.05.02 10:37:00	2016.45	valley	1683024120	2023.05.02 10:42:00	2017.39	peak	0.94	0.94	5
1683024120	2023.05.02 10:42:00	2017.39	peak	1683026100	2023.05.02 11:15:00	2014.29	valley	-3.10	3.10	33
1683026100	2023.05.02 11:15:00	2014.29	valley	1683027120	2023.05.02 11:32:00	2015.75	peak	1.46	1.46	17
1683027120	2023.05.02 11:32:00	2015.75	peak	1683028020	2023.05.02 11:47:00	2014.81	valley	-0.94	0.94	15
1683028020	2023.05.02 11:47:00	2014.81	valley	1683028260	2023.05.02 11:51:00	2015.38	peak	0.57	0.57	4
1683028260	2023.05.02 11:51:00	2015.38	peak	1683028800	2023.05.02 12:00:00	2014.66	valley	-0.72	0.72	9
1683028800	2023.05.02 12:00:00	2014.66	valley	1683028860	2023.05.02 12:01:00	2015.48	peak	0.82	0.82	1
1683028860	2023.05.02 12:01:00	2015.48	peak	1683029580	2023.05.02 12:13:00	2014.86	valley	-0.62	0.62	12
1683029580	2023.05.02 12:13:00	2014.86	valley	1683030600	2023.05.02 12:30:00	2016.13	peak	1.27	1.27	17
1683030600	2023.05.02 12:30:00	2016.13	peak	1683031440	2023.05.02 12:44:00	2015.37	valley	-0.76	0.76	14
1683031440	2023.05.02 12:44:00	2015.37	valley	1683032400	2023.05.02 13:00:00	2016.06	peak	0.69	0.69	16
1683032400	2023.05.02 13:00:00	2016.06	peak	1683033240	2023.05.02 13:14:00	2015.58	valley	-0.48	0.48	14
1683033240	2023.05.02 13:14:00	2015.58	valley	1683033780	2023.05.02 13:23:00	2016.56	peak	0.98	0.98	9
1683033780	2023.05.02 13:23:00	2016.56	peak	1683034560	2023.05.02 13:36:00	2015.88	valley	-0.68	0.68	13
1683034560	2023.05.02 13:36:00	2015.88	valley	1683034860	2023.05.02 13:41:00	2016.41	peak	0.53	0.53	5
1683034860	2023.05.02 13:41:00	2016.41	peak	1683035940	2023.05.02 13:59:00	2015.67	valley	-0.74	0.74	18
1683035940	2023.05.02 13:59:00	2015.67	valley	1683036240	2023.05.02 14:04:00	2016.14	peak	0.47	0.47	5
1683036240	2023.05.02 14:04:00	2016.14	peak	1683036900	2023.05.02 14:15:00	2013.64	valley	-2.50	2.50	11
1683036900	2023.05.02 14:15:00	2013.64	valley	1683038340	2023.05.02 14:39:00	2015.67	peak	2.03	2.03	24
1683038340	2023.05.02 14:39:00	2015.67	peak	1683040560	2023.05.02 15:16:00	2014.01	valley	-1.66	1.66	37
1683040560	2023.05.02 15:16:00	2014.01	valley	1683041160	2023.05.02 15:26:00	2015.09	peak	1.08	1.08	10
1683041160	2023.05.02 15:26:00	2015.09	peak	1683041400	2023.05.02 15:30:00	2014.11	valley	-0.98	0.98	4
1683041400	2023.05.02 15:30:00	2014.11	valley	1683042480	2023.05.02 15:48:00	2015.00	peak	0.89	0.89	18
1683042480	2023.05.02 15:48:00	2015.00	peak	1683042960	2023.05.02 15:56:00	2014.20	valley	-0.80	0.80	8
1683042960	2023.05.02 15:56:00	2014.20	valley	1683045480	2023.05.02 16:38:00	2018.12	peak	3.92	3.92	42
1683045480	2023.05.02 16:38:00	2018.12	peak	1683046140	2023.05.02 16:49:00	2016.92	valley	-1.20	1.20	11
1683046140	2023.05.02 16:49:00	2016.92	valley	1683046200	2023.05.02 16:50:00	2018.20	peak	1.28	1.28	1
1683046200	2023.05.02 16:50:00	2018.20	peak	1683048480	2023.05.02 17:28:00	2014.67	valley	-3.53	3.53	38
1683048480	2023.05.02 17:28:00	2014.67	valley	1683049740	2023.05.02 17:49:00	2017.42	peak	2.75	2.75	21
1683049740	2023.05.02 17:49:00	2017.42	peak	1683050580	2023.05.02 18:03:00	2016.36	valley	-1.06	1.06	14
1683050580	2023.05.02 18:03:00	2016.36	valley	1683052140	2023.05.02 18:29:00	2018.04	peak	1.68	1.68	26
1683052140	2023.05.02 18:29:00	2018.04	peak	1683052920	2023.05.02 18:42:00	2016.32	valley	-1.72	1.72	13
1683052920	2023.05.02 18:42:00	2016.32	valley	1683054240	2023.05.02 19:04:00	2017.11	peak	0.79	0.79	22
1683054240	2023.05.02 19:04:00	2017.11	peak	1683055920	2023.05.02 19:32:00	2015.83	valley	-1.28	1.28	28
1683055920	2023.05.02 19:32:00	2015.83	valley	1683056880	2023.05.02 19:48:00	2016.33	peak	0.50	0.50	16
1683056880	2023.05.02 19:48:00	2016.33	peak	1683058020	2023.05.02 20:07:00	2015.79	valley	-0.54	0.54	19
1683058020	2023.05.02 20:07:00	2015.79	valley	1683058620	2023.05.02 20:17:00	2016.24	peak	0.45	0.45	10
1683058620	2023.05.02 20:17:00	2016.24	peak	1683059100	2023.05.02 20:25:00	2015.56	valley	-0.68	0.68	8
1683059100	2023.05.02 20:25:00	2015.56	valley	1683060000	2023.05.02 20:40:00	2017.59	peak	2.03	2.03	15
1683060000	2023.05.02 20:40:00	2017.59	peak	1683064380	2023.05.02 21:53:00	2002.49	valley	-15.10	15.10	73
1683064380	2023.05.02 21:53:00	2002.49	valley	1683064920	2023.05.02 22:02:00	2008.02	peak	5.53	5.53	9
1683064920	2023.05.02 22:02:00	2008.02	peak	1683066060	2023.05.02 22:21:00	2005.86	valley	-2.16	2.16	19
1683066060	2023.05.02 22:21:00	2005.86	valley	1683067980	2023.05.02 22:53:00	2009.56	peak	3.70	3.70	32
1683067980	2023.05.02 22:53:00	2009.56	peak	1683068100	2023.05.02 22:55:00	2007.08	valley	-2.48	2.48	2
1683068100	2023.05.02 22:55:00	2007.08	valley	1683069120	2023.05.02 23:12:00	2010.21	peak	3.13	3.13	17
1683069120	2023.05.02 23:12:00	2010.21	peak	1683069840	2023.05.02 23:24:00	2009.19	valley	-1.02	1.02	12
1683069840	2023.05.02 23:24:00	2009.19	valley	1683070140	2023.05.02 23:29:00	2010.20	peak	1.01	1.01	5
1683070140	2023.05.02 23:29:00	2010.20	peak	1683070440	2023.05.02 23:34:00	2008.72	valley	-1.48	1.48	5
1683070440	2023.05.02 23:34:00	2008.72	valley	1683076260	2023.05.03 01:11:00	2010.15	peak	1.43	1.43	36
1683076260	2023.05.03 01:11:00	2010.15	peak	1683077460	2023.05.03 01:31:00	2008.67	valley	-1.48	1.48	20
1683077460	2023.05.03 01:31:00	2008.67	valley	1683078300	2023.05.03 01:45:00	2009.84	peak	1.17	1.17	14
1683078300	2023.05.03 01:45:00	2009.84	peak	1683078840	2023.05.03 01:54:00	2008.96	valley	-0.88	0.88	9
1683078840	2023.05.03 01:54:00	2008.96	valley	1683079380	2023.05.03 02:03:00	2009.82	peak	0.86	0.86	9
1683079380	2023.05.03 02:03:00	2009.82	peak	1683079860	2023.05.03 02:11:00	2008.79	valley	-1.03	1.03	8
1683079860	2023.05.03 02:11:00	2008.79	valley	1683080940	2023.05.03 02:29:00	2009.97	peak	1.18	1.18	18
1683080940	2023.05.03 02:29:00	2009.97	peak	1683082020	2023.05.03 02:47:00	2007.49	valley	-2.48	2.48	18
1683082020	2023.05.03 02:47:00	2007.49	valley	1683082260	2023.05.03 02:51:00	2009.19	peak	1.70	1.70	4
1683082260	2023.05.03 02:51:00	2009.19	peak	1683082980	2023.05.03 03:03:00	2007.49	valley	-1.70	1.70	12
1683082980	2023.05.03 03:03:00	2007.49	valley	1683083280	2023.05.03 03:08:00	2008.68	peak	1.19	1.19	5
1683083280	2023.05.03 03:08:00	2008.68	peak	1683083820	2023.05.03 03:17:00	2007.32	valley	-1.36	1.36	9
1683083820	2023.05.03 03:17:00	2007.32	valley	1683083940	2023.05.03 03:19:00	2009.23	peak	1.91	1.91	2
1683083940	2023.05.03 03:19:00	2009.23	peak	1683087420	2023.05.03 04:17:00	2004.81	valley	-4.42	4.42	58
1683087420	2023.05.03 04:17:00	2004.81	valley	1683087540	2023.05.03 04:19:00	2006.47	peak	1.66	1.66	2
1683087540	2023.05.03 04:19:00	2006.47	peak	1683088320	2023.05.03 04:32:00	2002.40	valley	-4.07	4.07	13
1683088320	2023.05.03 04:32:00	2002.40	valley	1683089100	2023.05.03 04:45:00	2009.34	peak	6.94	6.94	13
1683089100	2023.05.03 04:45:00	2009.34	peak	1683089220	2023.05.03 04:47:00	2001.00	valley	-8.34	8.34	2
1683089220	2023.05.03 04:47:00	2001.00	valley	1683090000	2023.05.03 05:00:00	2014.80	peak	13.80	13.80	13
1683090000	2023.05.03 05:00:00	2014.80	peak	1683091140	2023.05.03 05:19:00	2008.48	valley	-6.32	6.32	19
1683091140	2023.05.03 05:19:00	2008.48	valley	1683091680	2023.05.03 05:28:00	2012.35	peak	3.87	3.87	9
1683091680	2023.05.03 05:28:00	2012.35	peak	1683092040	2023.05.03 05:34:00	2006.94	valley	-5.41	5.41	6
1683092040	2023.05.03 05:34:00	2006.94	valley	1683092760	2023.05.03 05:46:00	2010.02	peak	3.08	3.08	12
1683092760	2023.05.03 05:46:00	2010.02	peak	1683093720	2023.05.03 06:02:00	2007.39	valley	-2.63	2.63	16
1683093720	2023.05.03 06:02:00	2007.39	valley	1683094080	2023.05.03 06:08:00	2010.76	peak	3.37	3.37	6
1683094080	2023.05.03 06:08:00	2010.76	peak	1683094980	2023.05.03 06:23:00	2004.08	valley	-6.68	6.68	15
1683094980	2023.05.03 06:23:00	2004.08	valley	1683096420	2023.05.03 06:47:00	2007.11	peak	3.03	3.03	24
1683096420	2023.05.03 06:47:00	2007.11	peak	1683097980	2023.05.03 07:13:00	2001.80	valley	-5.31	5.31	26
1683097980	2023.05.03 07:13:00	2001.80	valley	1683098280	2023.05.03 07:18:00	2003.70	peak	1.90	1.90	5
1683098280	2023.05.03 07:18:00	2003.70	peak	1683098640	2023.05.03 07:24:00	1997.92	valley	-5.78	5.78	6
1683098640	2023.05.03 07:24:00	1997.92	valley	1683099300	2023.05.03 07:35:00	2002.85	peak	4.93	4.93	11
1683099300	2023.05.03 07:35:00	2002.85	peak	1683105900	2023.05.03 09:25:00	1985.34	valley	-17.51	17.51	110
1683105900	2023.05.03 09:25:00	1985.34	valley	1683106920	2023.05.03 09:42:00	1989.97	peak	4.63	4.63	17
1683106920	2023.05.03 09:42:00	1989.97	peak	1683107700	2023.05.03 09:55:00	1987.04	valley	-2.93	2.93	13
1683107700	2023.05.03 09:55:00	1987.04	valley	1683108480	2023.05.03 10:08:00	1988.06	peak	1.02	1.02	13
1683108480	2023.05.03 10:08:00	1988.06	peak	1683108780	2023.05.03 10:13:00	1986.41	valley	-1.65	1.65	5
1683108780	2023.05.03 10:13:00	1986.41	valley	1683110760	2023.05.03 10:46:00	1991.14	peak	4.73	4.73	33
1683110760	2023.05.03 10:46:00	1991.14	peak	1683111780	2023.05.03 11:03:00	1988.83	valley	-2.31	2.31	17
1683111780	2023.05.03 11:03:00	1988.83	valley	1683112440	2023.05.03 11:14:00	1991.09	peak	2.26	2.26	11
1683112440	2023.05.03 11:14:00	1991.09	peak	1683113520	2023.05.03 11:32:00	1989.36	valley	-1.73	1.73	18
1683113520	2023.05.03 11:32:00	1989.36	valley	1683113820	2023.05.03 11:37:00	1990.59	peak	1.23	1.23	5
1683113820	2023.05.03 11:37:00	1990.59	peak	1683114540	2023.05.03 11:49:00	1989.71	valley	-0.88	0.88	12
1683114540	2023.05.03 11:49:00	1989.71	valley	1683115020	2023.05.03 11:57:00	1991.08	peak	1.37	1.37	8
1683115020	2023.05.03 11:57:00	1991.08	peak	1683116100	2023.05.03 12:15:00	1989.69	valley	-1.39	1.39	18
1683116100	2023.05.03 12:15:00	1989.69	valley	1683116340	2023.05.03 12:19:00	1991.05	peak	1.36	1.36	4
1683116340	2023.05.03 12:19:00	1991.05	peak	1683117840	2023.05.03 12:44:00	1988.38	valley	-2.67	2.67	25
1683117840	2023.05.03 12:44:00	1988.38	valley	1683118800	2023.05.03 13:00:00	1989.37	peak	0.99	0.99	16
1683118800	2023.05.03 13:00:00	1989.37	peak	1683119940	2023.05.03 13:19:00	1987.89	valley	-1.48	1.48	19
1683119940	2023.05.03 13:19:00	1987.89	valley	1683121440	2023.05.03 13:44:00	1989.45	peak	1.56	1.56	25
1683121440	2023.05.03 13:44:00	1989.45	peak	1683121920	2023.05.03 13:52:00	1988.91	valley	-0.54	0.54	8
1683121920	2023.05.03 13:52:00	1988.91	valley	1683123180	2023.05.03 14:13:00	1990.05	peak	1.14	1.14	21
1683123180	2023.05.03 14:13:00	1990.05	peak	1683124260	2023.05.03 14:31:00	1989.12	valley	-0.93	0.93	18
1683124260	2023.05.03 14:31:00	1989.12	valley	1683124740	2023.05.03 14:39:00	1989.60	peak	0.48	0.48	8
1683124740	2023.05.03 14:39:00	1989.60	peak	1683125460	2023.05.03 14:51:00	1988.70	valley	-0.90	0.90	12
1683125460	2023.05.03 14:51:00	1988.70	valley	1683128700	2023.05.03 15:45:00	1992.89	peak	4.19	4.19	54
1683128700	2023.05.03 15:45:00	1992.89	peak	1683130620	2023.05.03 16:17:00	1989.75	valley	-3.14	3.14	32
1683130620	2023.05.03 16:17:00	1989.75	valley	1683131820	2023.05.03 16:37:00	1992.88	peak	3.13	3.13	20
1683131820	2023.05.03 16:37:00	1992.88	peak	1683133020	2023.05.03 16:57:00	1990.32	valley	-2.56	2.56	20
1683133020	2023.05.03 16:57:00	1990.32	valley	1683134100	2023.05.03 17:15:00	1992.85	peak	2.53	2.53	18
1683134100	2023.05.03 17:15:00	1992.85	peak	1683134580	2023.05.03 17:23:00	1991.64	valley	-1.21	1.21	8
1683134580	2023.05.03 17:23:00	1991.64	valley	1683135300	2023.05.03 17:35:00	1992.53	peak	0.89	0.89	12
1683135300	2023.05.03 17:35:00	1992.53	peak	1683136500	2023.05.03 17:55:00	1990.67	valley	-1.86	1.86	20
1683136500	2023.05.03 17:55:00	1990.67	valley	1683137460	2023.05.03 18:11:00	1992.89	peak	2.22	2.22	16
1683137460	2023.05.03 18:11:00	1992.89	peak	1683139920	2023.05.03 18:52:00	1991.08	valley	-1.81	1.81	41
1683139920	2023.05.03 18:52:00	1991.08	valley	1683140760	2023.05.03 19:06:00	1992.02	peak	0.94	0.94	14
1683140760	2023.05.03 19:06:00	1992.02	peak	1683141660	2023.05.03 19:21:00	1990.73	valley	-1.29	1.29	15
1683141660	2023.05.03 19:21:00	1990.73	valley	1683143280	2023.05.03 19:48:00	1991.99	peak	1.26	1.26	27
1683143280	2023.05.03 19:48:00	1991.99	peak	1683145320	2023.05.03 20:22:00	1990.94	valley	-1.05	1.05	34
1683145320	2023.05.03 20:22:00	1990.94	valley	1683145380	2023.05.03 20:23:00	1991.68	peak	0.74	0.74	1
